id,query_chemical,query_cas,query_url,result_count,html_path,fetched_at
1,Acetic anhydride,108-24-7,http://www.chemnet.com/cas/supplier.cgi?terms=108-24-7&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,10,raw/chemnet_com/_cas_supplier.cgi__terms_108-24-7_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__4929f2f7b8b5.html,2026-04-24T17:19:52+00:00
2,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-0.html__05ca759ad2a3.html,2026-04-24T17:19:52+00:00
3,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-1.html__7495c71c39d7.html,2026-04-24T17:19:52+00:00
4,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-2.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-2.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-2.html__52ccd0883b31.html,2026-04-24T17:19:52+00:00
5,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-3.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-3.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-3.html__94a4c572d93a.html,2026-04-24T17:19:52+00:00
6,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-4.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-4.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-4.html__33e1436649f7.html,2026-04-24T17:19:52+00:00
7,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-5.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-5.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-5.html__0a7a18a225ff.html,2026-04-24T17:19:52+00:00
8,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-6.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-6.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-6.html__a509b9b2751c.html,2026-04-24T17:19:52+00:00
9,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-7.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-7.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-7.html__3d20252d818f.html,2026-04-24T17:19:52+00:00
10,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-8.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-8.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-8.html__bf195227a6ea.html,2026-04-24T17:19:52+00:00
11,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-9.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-9.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-9.html__203a6b66b604.html,2026-04-24T17:19:52+00:00
12,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-10.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-10.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-10.html__ae62761d19ae.html,2026-04-24T17:19:52+00:00
13,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-11.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-11.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-11.html__01830b101a30.html,2026-04-24T17:19:52+00:00
14,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-12.html,10,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-12.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-12.html__e742a68d1f22.html,2026-04-24T17:19:53+00:00
15,Acetic anhydride,108-24-7,https://www.chemnet.com/Global/Products/aceticanhydride/Suppliers-0-13.html,2,raw/chemnet_com/_Global_Products_aceticanhydride_Suppliers-0-13.html__https_www.chemnet.com_Global_Products_aceticanhydride_Suppliers-0-13.html__15e45a3f0aef.html,2026-04-24T17:19:55+00:00
16,Acetone,67-64-1,http://www.chemnet.com/cas/supplier.cgi?terms=67-64-1&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,2,raw/chemnet_com/_cas_supplier.cgi__terms_67-64-1_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__2f49e8772622.html,2026-04-24T17:19:55+00:00
17,Acetone,67-64-1,https://www.chemnet.com/Global/Products/acetone/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_acetone_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_acetone_Suppliers-0-0.html__b63a6bcf184c.html,2026-04-24T17:19:55+00:00
18,Acetone,67-64-1,https://www.chemnet.com/Global/Products/acetone/Suppliers-0-1.html,7,raw/chemnet_com/_Global_Products_acetone_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_acetone_Suppliers-0-1.html__ce200f436408.html,2026-04-24T17:19:55+00:00
19,Ephedrine,299-42-3,http://www.chemnet.com/cas/supplier.cgi?terms=299-42-3&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_299-42-3_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__7f3e0fbc6dd0.html,2026-04-24T17:19:57+00:00
20,Pseudoephedrine,90-82-4,http://www.chemnet.com/cas/supplier.cgi?terms=90-82-4&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,1,raw/chemnet_com/_cas_supplier.cgi__terms_90-82-4_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__e8ab73eb55d9.html,2026-04-24T17:20:00+00:00
21,Phenylpropanolamine,14838-15-4,http://www.chemnet.com/cas/supplier.cgi?terms=14838-15-4&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_14838-15-4_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bp__72dc931e3e2d.html,2026-04-24T17:20:02+00:00
22,Ergometrine,60-79-7,http://www.chemnet.com/cas/supplier.cgi?terms=60-79-7&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,2,raw/chemnet_com/_cas_supplier.cgi__terms_60-79-7_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__72c57b27e9d1.html,2026-04-24T17:20:03+00:00
23,Ergometrine,60-79-7,https://www.chemnet.com/Global/Products/ergonovine/Suppliers-0-0.html,5,raw/chemnet_com/_Global_Products_ergonovine_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_ergonovine_Suppliers-0-0.html__188577849d5d.html,2026-04-24T17:20:05+00:00
24,Ergotamine,113-15-5,http://www.chemnet.com/cas/supplier.cgi?terms=113-15-5&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_113-15-5_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__7d952ae25693.html,2026-04-24T17:20:07+00:00
25,Lysergic acid,82-58-6,http://www.chemnet.com/cas/supplier.cgi?terms=82-58-6&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_82-58-6_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__a9f6c95ce5d6.html,2026-04-24T17:20:09+00:00
26,N-acetylanthranilic acid,89-52-1,http://www.chemnet.com/cas/supplier.cgi?terms=89-52-1&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,1,raw/chemnet_com/_cas_supplier.cgi__terms_89-52-1_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__05a7c65b28c8.html,2026-04-24T17:20:11+00:00
27,N-acetylanthranilic acid,89-52-1,https://www.chemnet.com/Global/Products/nacetylanthranilicacid/Suppliers-0-0.html,1,raw/chemnet_com/_Global_Products_nacetylanthranilicacid_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_nacetylanthranilicacid_Suppliers-0-0.html__a17c0a0583dd.html,2026-04-24T17:20:13+00:00
28,Anthranilic acid,118-92-3,http://www.chemnet.com/cas/supplier.cgi?terms=118-92-3&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,10,raw/chemnet_com/_cas_supplier.cgi__terms_118-92-3_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__788479875c42.html,2026-04-24T17:20:15+00:00
29,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-0.html__986a521831e6.html,2026-04-24T17:20:17+00:00
30,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-1.html__3040951279d7.html,2026-04-24T17:20:19+00:00
31,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-2.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-2.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-2.html__10c52abddee9.html,2026-04-24T17:20:21+00:00
32,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-3.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-3.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-3.html__37a4690f9bf1.html,2026-04-24T17:20:23+00:00
33,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-4.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-4.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-4.html__7aa2986f1342.html,2026-04-24T17:20:25+00:00
34,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-5.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-5.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-5.html__b9002a5f9bdd.html,2026-04-24T17:20:27+00:00
35,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-6.html,10,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-6.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-6.html__6c2a47a0d124.html,2026-04-24T17:20:29+00:00
36,Anthranilic acid,118-92-3,https://www.chemnet.com/Global/Products/anthranilicacid/Suppliers-0-7.html,2,raw/chemnet_com/_Global_Products_anthranilicacid_Suppliers-0-7.html__https_www.chemnet.com_Global_Products_anthranilicacid_Suppliers-0-7.html__b1e6cd5b7410.html,2026-04-24T17:20:31+00:00
37,Phenylacetic acid,103-82-2,http://www.chemnet.com/cas/supplier.cgi?terms=103-82-2&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,10,raw/chemnet_com/_cas_supplier.cgi__terms_103-82-2_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__95917af87d86.html,2026-04-24T17:20:34+00:00
38,Phenylacetic acid,103-82-2,https://www.chemnet.com/Global/Products/phenylaceticacid/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_phenylaceticacid_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_phenylaceticacid_Suppliers-0-0.html__e2907e7bfc3c.html,2026-04-24T17:20:35+00:00
39,Phenylacetic acid,103-82-2,https://www.chemnet.com/Global/Products/phenylaceticacid/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_phenylaceticacid_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_phenylaceticacid_Suppliers-0-1.html__22118426f9dc.html,2026-04-24T17:20:37+00:00
40,Phenylacetic acid,103-82-2,https://www.chemnet.com/Global/Products/phenylaceticacid/Suppliers-0-2.html,10,raw/chemnet_com/_Global_Products_phenylaceticacid_Suppliers-0-2.html__https_www.chemnet.com_Global_Products_phenylaceticacid_Suppliers-0-2.html__6c5954da595a.html,2026-04-24T17:20:40+00:00
41,Phenylacetic acid,103-82-2,https://www.chemnet.com/Global/Products/phenylaceticacid/Suppliers-0-3.html,9,raw/chemnet_com/_Global_Products_phenylaceticacid_Suppliers-0-3.html__https_www.chemnet.com_Global_Products_phenylaceticacid_Suppliers-0-3.html__790abe8dcadd.html,2026-04-24T17:20:41+00:00
42,Piperonal,120-57-0,http://www.chemnet.com/cas/supplier.cgi?terms=120-57-0&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,7,raw/chemnet_com/_cas_supplier.cgi__terms_120-57-0_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__007d02fedbab.html,2026-04-24T17:20:44+00:00
43,Piperonal,120-57-0,https://www.chemnet.com/Global/Products/piperonal/Suppliers-0-0.html,8,raw/chemnet_com/_Global_Products_piperonal_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_piperonal_Suppliers-0-0.html__9a1649a86ed8.html,2026-04-24T17:20:45+00:00
44,Safrole,94-59-7,http://www.chemnet.com/cas/supplier.cgi?terms=94-59-7&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_94-59-7_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__bd06d6162dd4.html,2026-04-24T17:20:47+00:00
45,Isosafrole,120-58-1,http://www.chemnet.com/cas/supplier.cgi?terms=120-58-1&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_120-58-1_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__5b40054c6c0d.html,2026-04-24T17:20:49+00:00
46,"3,4-MDP-2-P",4676-39-5,http://www.chemnet.com/cas/supplier.cgi?terms=4676-39-5&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_4676-39-5_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpr__072110e05f1b.html,2026-04-24T17:20:52+00:00
47,Phenyl-2-propanone,103-79-7,http://www.chemnet.com/cas/supplier.cgi?terms=103-79-7&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,7,raw/chemnet_com/_cas_supplier.cgi__terms_103-79-7_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpro__6711c7b64fc8.html,2026-04-24T17:20:52+00:00
48,Phenyl-2-propanone,103-79-7,https://www.chemnet.com/Global/Products/phenylacetone/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_phenylacetone_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_phenylacetone_Suppliers-0-0.html__99a2ea5491a8.html,2026-04-24T17:20:52+00:00
49,Phenyl-2-propanone,103-79-7,https://www.chemnet.com/Global/Products/phenylacetone/Suppliers-0-1.html,1,raw/chemnet_com/_Global_Products_phenylacetone_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_phenylacetone_Suppliers-0-1.html__c6e4286b1345.html,2026-04-24T17:20:52+00:00
50,APAAN,4468-48-8,http://www.chemnet.com/cas/supplier.cgi?terms=4468-48-8&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,3,raw/chemnet_com/_cas_supplier.cgi__terms_4468-48-8_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpr__7f01c2e835fd.html,2026-04-24T17:20:52+00:00
51,APAAN,4468-48-8,https://www.chemnet.com/Global/Products/alphaacetylphenylacetonitrile/Suppliers-0-0.html,3,raw/chemnet_com/_Global_Products_alphaacetylphenylacetonitrile_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_alphaacetylphenylacetonitrile_Suppliers-0-__fbfc4d227dfe.html,2026-04-24T17:20:52+00:00
52,BMK glycidate,16648-44-5,http://www.chemnet.com/cas/supplier.cgi?terms=16648-44-5&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_16648-44-5_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bp__1e0038389337.html,2026-04-24T17:20:54+00:00
53,Methylamine,74-89-5,http://www.chemnet.com/cas/supplier.cgi?terms=74-89-5&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,0,raw/chemnet_com/_cas_supplier.cgi__terms_74-89-5_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bprod__585c0b3b78aa.html,2026-04-24T17:20:55+00:00
54,Red phosphorus,7723-14-0,http://www.chemnet.com/cas/supplier.cgi?terms=7723-14-0&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,7,raw/chemnet_com/_cas_supplier.cgi__terms_7723-14-0_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpr__ed77a6b3d2ec.html,2026-04-24T17:20:58+00:00
55,Red phosphorus,7723-14-0,https://www.chemnet.com/Global/Products/phosphorus%2Cred/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_phosphorus_2Cred_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_phosphorus_2Cred_Suppliers-0-0.html__e32297ba42cc.html,2026-04-24T17:20:59+00:00
56,Red phosphorus,7723-14-0,https://www.chemnet.com/Global/Products/phosphorus%2Cred/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_phosphorus_2Cred_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_phosphorus_2Cred_Suppliers-0-1.html__ddf828c5ffbb.html,2026-04-24T17:21:02+00:00
57,Red phosphorus,7723-14-0,https://www.chemnet.com/Global/Products/phosphorus%2Cred/Suppliers-0-2.html,10,raw/chemnet_com/_Global_Products_phosphorus_2Cred_Suppliers-0-2.html__https_www.chemnet.com_Global_Products_phosphorus_2Cred_Suppliers-0-2.html__c8d0a291e535.html,2026-04-24T17:21:03+00:00
58,Red phosphorus,7723-14-0,https://www.chemnet.com/Global/Products/phosphorus%2Cred/Suppliers-0-3.html,5,raw/chemnet_com/_Global_Products_phosphorus_2Cred_Suppliers-0-3.html__https_www.chemnet.com_Global_Products_phosphorus_2Cred_Suppliers-0-3.html__8a910d8c6519.html,2026-04-24T17:21:05+00:00
59,Iodine,7553-56-2,http://www.chemnet.com/cas/supplier.cgi?terms=7553-56-2&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,10,raw/chemnet_com/_cas_supplier.cgi__terms_7553-56-2_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bpr__8e37c8743767.html,2026-04-24T17:21:07+00:00
60,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-0.html__5b6f82cfb08a.html,2026-04-24T17:21:09+00:00
61,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-1.html__04afcdbcdd5c.html,2026-04-24T17:21:11+00:00
62,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-2.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-2.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-2.html__f31e01c0a64b.html,2026-04-24T17:21:13+00:00
63,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-3.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-3.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-3.html__22d5cd4f4f89.html,2026-04-24T17:21:15+00:00
64,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-4.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-4.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-4.html__fcf02cfb212c.html,2026-04-24T17:21:17+00:00
65,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-5.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-5.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-5.html__2570d0075993.html,2026-04-24T17:21:19+00:00
66,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-6.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-6.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-6.html__303b5167baa4.html,2026-04-24T17:21:21+00:00
67,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-7.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-7.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-7.html__c7aea65f208c.html,2026-04-24T17:21:23+00:00
68,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-8.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-8.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-8.html__89ea0cb9ec93.html,2026-04-24T17:21:25+00:00
69,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-9.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-9.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-9.html__878ffdf4303d.html,2026-04-24T17:21:27+00:00
70,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-10.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-10.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-10.html__352347ec76ad.html,2026-04-24T17:21:29+00:00
71,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-11.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-11.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-11.html__480b25b4a789.html,2026-04-24T17:21:31+00:00
72,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-12.html,10,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-12.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-12.html__cec609ab16ff.html,2026-04-24T17:21:33+00:00
73,Iodine,7553-56-2,https://www.chemnet.com/Global/Products/iodine/Suppliers-0-13.html,2,raw/chemnet_com/_Global_Products_iodine_Suppliers-0-13.html__https_www.chemnet.com_Global_Products_iodine_Suppliers-0-13.html__c780103cc637.html,2026-04-24T17:21:35+00:00
74,Hydriodic acid,10034-85-2,http://www.chemnet.com/cas/supplier.cgi?terms=10034-85-2&exact=dict&l=&f=plist&terms1=&f1=plist&home1=&scale=pw&criteria=bprod,10,raw/chemnet_com/_cas_supplier.cgi__terms_10034-85-2_exact_dict_l_f_plist_terms1_f1_plist_home1_scale_pw_criteria_bp__1b654c0c2baa.html,2026-04-24T17:21:38+00:00
75,Hydriodic acid,10034-85-2,https://www.chemnet.com/Global/Products/hydriodicacid/Suppliers-0-0.html,10,raw/chemnet_com/_Global_Products_hydriodicacid_Suppliers-0-0.html__https_www.chemnet.com_Global_Products_hydriodicacid_Suppliers-0-0.html__9d292943643f.html,2026-04-24T17:21:39+00:00
76,Hydriodic acid,10034-85-2,https://www.chemnet.com/Global/Products/hydriodicacid/Suppliers-0-1.html,10,raw/chemnet_com/_Global_Products_hydriodicacid_Suppliers-0-1.html__https_www.chemnet.com_Global_Products_hydriodicacid_Suppliers-0-1.html__d98853e6613b.html,2026-04-24T17:21:41+00:00
